ODInvertebres;v1.0.2;2026-03-13;Temps d'execution :;3.78mins
CODE_STATION;DATE;CODE_OPERATION;MATIERES_ORGANIQUES;MATIERES_PHOSPHOREES;MATIERES_AZOTEES;NITRATES;HAP;PESTICIDES;RIPISYLVE;VOIES_COMMUNICATION;URBANISATION_100M;RISQUE_COLMATAGE;INSTABILITE_HYDROLOGIQUE;ANTHROPISATION_BV
03234650;28/09/2020;032346502020092813;0.1423;0.0381;0.0218;0.6251;0.5284;0.6042;0.5042;0.3393;0.3436;0.5802;0.1633;0.9128
03234650;21/09/2021;032346502021092113;0.2065;0.1945;0.0965;0.6544;0.731;0.7816;0.5043;0.4924;0.5821;0.5991;0.2986;0.8988
03234650;11/07/2022;032346502022071113;0.3197;0.1969;0.1254;0.5448;0.564;0.6971;0.4042;0.5449;0.5452;0.5385;0.2788;0.8303
03234650;29/08/2023;032346502023082913;0.1974;0.2182;0.086;0.6691;0.6897;0.8216;0.5752;0.4441;0.5661;0.5973;0.2888;0.9463
03234650;03/07/2024;032346502024070313;0.3015;0.2027;0.123;0.4859;0.5985;0.79;0.4903;0.5443;0.5389;0.5406;0.3992;0.8992
03234845;12/07/2022;032348452022071213;0.2325;0.0697;0.0507;0.459;0.5791;0.667;0.5137;0.2826;0.4805;0.4835;0.6434;0.7129
03234956;26/06/2012;032349562012062613;0.1099;0.0108;0.0083;0.0834;0.5672;0.6594;0.4652;0.2887;0.2859;0.071;0.3744;0.4123
03234956;22/04/2013;032349562013042213;0.1203;0.0038;0.0058;0.1228;0.4334;0.4186;0.4757;0.1891;0.1663;0.104;0.4719;0.3062
03234956;02/07/2014;032349562014070213;0.1001;0.0052;0.0091;0.1234;0.4564;0.569;0.5019;0.1595;0.2018;0.1464;0.3983;0.3796
03234956;14/10/2015;032349562015101413;0.084;0.0125;0.014;0.0732;0.482;0.5288;0.469;0.1817;0.1328;0.0518;0.4478;0.3186
03234956;06/07/2016;032349562016070613;0.2878;0.0479;0.0575;0.2899;0.5538;0.6652;0.5477;0.2434;0.3894;0.3202;0.4846;0.4504
03234956;28/06/2017;032349562017062813;0.1185;0.0565;0.0317;0.2957;0.5316;0.7753;0.5503;0.2959;0.4838;0.365;0.5778;0.3864
03234956;17/07/2018;032349562018071713;0.0407;0.0041;0.0014;0.1542;0.6001;0.8174;0.5785;0.1204;0.2948;0.1273;0.2869;0.5282
03234956;15/10/2019;032349562019101513;0.1561;0.0138;0.0152;0.259;0.5946;0.6038;0.496;0.1369;0.3287;0.2241;0.4658;0.4353
03234956;13/10/2020;032349562020101313;0.1418;0.0209;0.0184;0.1579;0.4411;0.5421;0.4572;0.163;0.1402;0.0894;0.3966;0.3895
03234956;21/09/2021;032349562021092113;0.094;0.0199;0.0215;0.3416;0.5743;0.691;0.5564;0.079;0.2618;0.3355;0.5034;0.4533
03234956;12/07/2022;032349562022071213;0.1089;0.0065;0.0082;0.1595;0.5063;0.7167;0.5662;0.0943;0.1708;0.1017;0.3796;0.3651
03234956;29/08/2023;032349562023082913;0.0301;0.0154;0.0077;0.1014;0.5269;0.8245;0.5538;0.1409;0.2354;0.1726;0.5381;0.3546
03234956;03/07/2024;032349562024070313;0.1296;0.0241;0.0176;0.0928;0.5926;0.8094;0.3779;0.3739;0.4943;0.1368;0.3551;0.4895
03235250;04/08/2010;032352502010080413;0.08;0.0581;0.0158;0.8739;0.7168;0.8516;0.6367;0.096;0.361;0.674;0.082;0.9508
03235250;29/06/2011;032352502011062913;0.1168;0.0821;0.0253;0.7905;0.5886;0.7169;0.662;0.1433;0.33;0.5784;0.1064;0.8033
03235250;30/08/2012;032352502012083013;0.094;0.1422;0.0178;0.7747;0.6206;0.785;0.5696;0.157;0.422;0.649;0.1903;0.8882
03235250;24/07/2013;032352502013072413;0.1762;0.2351;0.0988;0.7501;0.6374;0.7421;0.636;0.2844;0.4768;0.6272;0.4208;0.7642
03235250;10/06/2015;032352502015061013;0.1578;0.066;0.0388;0.7953;0.6206;0.6762;0.5214;0.2059;0.3411;0.6375;0.1258;0.785
03235250;07/07/2016;032352502016070713;0.1688;0.0895;0.0633;0.6662;0.5796;0.6378;0.3915;0.2509;0.3384;0.5673;0.1498;0.6196
03235250;27/06/2017;032352502017062713;0.0917;0.0343;0.0223;0.7344;0.5974;0.746;0.5431;0.1301;0.3588;0.611;0.1519;0.8705
03235250;16/10/2019;032352502019101613;0.3136;0.1863;0.0849;0.5602;0.447;0.5006;0.53;0.3344;0.3624;0.563;0.3058;0.525
03235250;13/07/2022;032352502022071313;0.163;0.1478;0.0382;0.735;0.6102;0.7134;0.5407;0.1485;0.3427;0.6466;0.2381;0.8148
03235520;03/07/2024;032355202024070313;0.1781;0.0617;0.029;0.8261;0.6094;0.4751;0.6951;0.0263;0.2072;0.6732;0.566;0.8163
03235670;24/07/2013;032356702013072413;0.1928;0.0773;0.0404;0.8245;0.6854;0.4634;0.5557;0.1294;0.5299;0.6511;0.64;0.7575
03235670;06/07/2020;032356702020070613;0.2871;0.1253;0.0756;0.6993;0.6211;0.6424;0.5486;0.1785;0.5151;0.5269;0.5398;0.7247
03235690;04/08/2010;032356902010080413;0.0397;0.0635;0.0232;0.8201;0.7502;0.7131;0.8273;0.0606;0.2224;0.5294;0.1155;0.8936
03235690;29/06/2011;032356902011062913;0.0213;0.0178;0.0105;0.882;0.6985;0.8803;0.8866;0.032;0.1454;0.5317;0.0841;0.9721
03235690;29/08/2012;032356902012082913;0.0293;0.0288;0.0097;0.793;0.6473;0.715;0.8318;0.0202;0.1271;0.4347;0.0921;0.8846
03235690;24/07/2013;032356902013072413;0.0431;0.0264;0.025;0.7641;0.6054;0.7349;0.7668;0.0493;0.1777;0.4256;0.0789;0.8932
03235690;10/06/2015;032356902015061013;0.019;0.0203;0.0069;0.8872;0.7132;0.7543;0.69;0.0294;0.3004;0.6708;0.3045;0.9185
03235690;07/07/2016;032356902016070713;0.0423;0.0167;0.0248;0.7627;0.574;0.7352;0.6329;0.0353;0.1804;0.5314;0.1523;0.8935
03235690;16/10/2019;032356902019101613;0.0963;0.0421;0.0208;0.5982;0.5707;0.4009;0.7271;0.0699;0.1568;0.3847;0.1553;0.656
03235690;13/07/2022;032356902022071313;0.0351;0.0248;0.0087;0.6306;0.5397;0.683;0.7272;0.0462;0.1046;0.467;0.2067;0.8041
03235695;06/07/2020;032356952020070613;0.0891;0.0136;0.0192;0.4782;0.4548;0.464;0.5421;0.1097;0.2261;0.3717;0.4951;0.4197
03235750;17/07/2018;032357502018071713;0.0617;0.0561;0.0193;0.4436;0.4245;0.8131;0.324;0.3729;0.2862;0.4479;0.1476;0.8971
03235750;03/08/2022;032357502022080313;0.0817;0.1076;0.0458;0.7118;0.6028;0.8079;0.5608;0.3607;0.4248;0.6654;0.1517;0.912
03236050;23/07/2013;032360502013072313;0.0224;0.0023;0.0047;0.4671;0.5163;0.6094;0.5771;0.0394;0.1104;0.3741;0.3329;0.7374
03236050;07/07/2020;032360502020070713;0.0837;0.0236;0.0127;0.3485;0.5049;0.7616;0.5192;0.1156;0.2768;0.4174;0.4018;0.5459
03236260;10/08/2018;032362602018081013;0.0483;0.0363;0.0345;0.8121;0.6764;0.485;0.6583;0.0649;0.3784;0.5685;0.3182;0.878
03236260;04/07/2024;032362602024070413;0.0433;0.0187;0.0157;0.7352;0.6289;0.6455;0.6412;0.0648;0.5692;0.5676;0.3245;0.8574
03236280;12/09/2023;032362802023091213;0.0553;0.0369;0.0142;0.6206;0.6813;0.7111;0.5942;0.0615;0.2771;0.4105;0.3961;0.7886
03236395;30/09/2010;032363952010093013;0.1983;0.1348;0.0794;0.4836;0.4336;0.6862;0.4281;0.5173;0.3214;0.5235;0.181;0.7021
03236395;29/06/2011;032363952011062913;0.2019;0.1419;0.0336;0.8922;0.2355;0.6986;0.5098;0.2725;0.4476;0.7626;0.4894;0.9399
03236395;11/09/2014;032363952014091113;0.1724;0.1402;0.1064;0.6111;0.3815;0.734;0.338;0.4529;0.3344;0.5344;0.1998;0.6928
03236395;11/06/2015;032363952015061113;0.194;0.1025;0.13;0.4109;0.4108;0.6793;0.3822;0.5605;0.4278;0.5317;0.2921;0.7022
03236395;05/07/2016;032363952016070513;0.2061;0.0329;0.1037;0.423;0.3583;0.6718;0.3106;0.4605;0.3259;0.419;0.2015;0.7648
03236395;27/09/2018;032363952018092713;0.1189;0.0518;0.0422;0.424;0.3024;0.8108;0.3354;0.4661;0.2582;0.4568;0.1863;0.8539
03236395;10/09/2019;032363952019091013;0.1878;0.132;0.1;0.3817;0.3294;0.7097;0.3518;0.5853;0.3618;0.5155;0.3398;0.7501
03236395;08/07/2020;032363952020070813;0.0371;0.0294;0.0414;0.7087;0.409;0.8515;0.3515;0.2872;0.3616;0.6081;0.1706;0.9642
03236395;22/09/2021;032363952021092213;0.1033;0.0765;0.042;0.4874;0.3549;0.8608;0.2848;0.5226;0.364;0.5008;0.1264;0.8919
03236395;02/08/2022;032363952022080213;0.1213;0.1296;0.0982;0.5646;0.4375;0.7308;0.4185;0.5435;0.4449;0.5712;0.1933;0.8133
03236395;12/09/2023;032363952023091213;0.1129;0.1004;0.0794;0.42;0.3867;0.7732;0.3175;0.5836;0.3895;0.4142;0.1724;0.8216
03236395;04/07/2024;032363952024070413;0.136;0.1062;0.042;0.3378;0.4715;0.8638;0.3015;0.5429;0.4803;0.3778;0.2342;0.9026
03236410;27/06/2017;032364102017062713;0.2462;0.0475;0.0332;0.6797;0.4493;0.4467;0.5483;0.0604;0.2211;0.5371;0.4861;0.5932
03236410;12/09/2023;032364102023091213;0.1386;0.0467;0.0378;0.5184;0.504;0.4014;0.6099;0.0946;0.2231;0.4116;0.55;0.4855
03236690;28/08/2013;032366902013082813;0.1408;0.0434;0.0347;0.8043;0.6649;0.4667;0.6325;0.0564;0.2837;0.5766;0.4322;0.7394
03236690;03/10/2017;032366902017100313;0.0917;0.0444;0.0151;0.9192;0.6011;0.5201;0.6989;0.0239;0.2238;0.7336;0.493;0.8479
03236690;22/08/2022;032366902022082213;0.088;0.078;0.0348;0.6952;0.6507;0.6303;0.6775;0.093;0.2662;0.4761;0.2791;0.7986
03236714;26/06/2017;032367142017062613;0.2632;0.0354;0.0382;0.628;0.5226;0.4332;0.5719;0.0585;0.1727;0.5452;0.5637;0.5533
03236730;09/08/2010;032367302010080913;0.2117;0.0336;0.0233;0.674;0.4845;0.4483;0.5559;0.0736;0.3034;0.4567;0.5967;0.5105
03236730;30/06/2011;032367302011063013;0.0768;0.0272;0.0247;0.5289;0.4801;0.4961;0.5763;0.1266;0.2396;0.3202;0.3975;0.4622
03236730;08/08/2012;032367302012080813;0.0969;0.0057;0.018;0.2633;0.5256;0.4929;0.4443;0.1082;0.2354;0.2714;0.428;0.4424
03236730;17/06/2013;032367302013061713;0.0299;0.0052;0.0107;0.2215;0.4162;0.6577;0.4019;0.1343;0.1743;0.2511;0.3023;0.4794
03236730;30/09/2014;032367302014093013;0.1652;0.0834;0.0405;0.6275;0.5358;0.3443;0.6843;0.1143;0.1535;0.5152;0.5063;0.5251
03236730;11/06/2015;032367302015061113;0.1555;0.0178;0.0262;0.593;0.4419;0.4082;0.6159;0.0424;0.1284;0.5123;0.4696;0.5778
03236730;14/06/2016;032367302016061413;0.0665;0.0195;0.0108;0.5459;0.4719;0.4116;0.5802;0.077;0.2009;0.4158;0.3848;0.573
03236730;10/09/2019;032367302019091013;0.2044;0.0706;0.0513;0.5922;0.4488;0.4534;0.6707;0.0749;0.2063;0.4415;0.5418;0.4795
03236730;08/07/2020;032367302020070813;0.3028;0.1151;0.0731;0.7277;0.5425;0.476;0.6067;0.0741;0.3589;0.5863;0.6236;0.5963
03236730;23/09/2021;032367302021092313;0.1101;0.0876;0.0419;0.7764;0.6556;0.4784;0.6511;0.0769;0.4241;0.5707;0.5469;0.5487
03236730;02/08/2022;032367302022080213;0.0928;0.0501;0.0201;0.47;0.5123;0.6204;0.512;0.1734;0.3591;0.461;0.5491;0.6595
03236730;12/09/2023;032367302023091213;0.0466;0.0109;0.0037;0.4844;0.4619;0.4724;0.5862;0.0427;0.0986;0.4552;0.3039;0.7111
03236730;04/07/2024;032367302024070413;0.3093;0.0705;0.0727;0.7312;0.5508;0.4729;0.5594;0.0494;0.2804;0.607;0.6131;0.5567
03237050;27/06/2013;032370502013062713;0.0745;0.0293;0.0114;0.6577;0.6112;0.7545;0.4168;0.2374;0.4369;0.5939;0.1487;0.9352
03237052;25/06/2015;032370522015062513;0.1828;0.1204;0.0882;0.8522;0.768;0.5036;0.5181;0.116;0.5967;0.7819;0.6325;0.7698
03237052;21/09/2021;032370522021092113;0.428;0.1695;0.0952;0.8254;0.7171;0.4689;0.5224;0.1395;0.5202;0.7766;0.6257;0.7591
03237150;17/07/2018;032371502018071713;0.231;0.0613;0.0324;0.5851;0.5961;0.4504;0.5159;0.1029;0.4591;0.5384;0.5664;0.4569
03237150;07/07/2020;032371502020070713;0.3536;0.099;0.0686;0.5953;0.537;0.4174;0.4832;0.1565;0.4093;0.5675;0.6369;0.4983
03237540;15/10/2019;032375402019101513;0.1668;0.243;0.1462;0.7227;0.5563;0.4869;0.5821;0.2595;0.5128;0.6687;0.5791;0.7207
03237540;27/07/2022;032375402022072713;0.1648;0.1786;0.1144;0.7988;0.6718;0.7209;0.6833;0.199;0.5445;0.7366;0.579;0.8853
03237800;14/09/2010;032378002010091413;0.5054;0.4981;0.2626;0.5849;0.4458;0.848;0.7947;0.5462;0.5244;0.4213;0.5856;0.9049
03237800;17/08/2011;032378002011081713;0.5014;0.5004;0.3301;0.6109;0.4677;0.8692;0.8335;0.3937;0.4482;0.4316;0.5272;0.8608
03237800;17/07/2012;032378002012071713;0.3653;0.2756;0.1368;0.6123;0.386;0.8509;0.7293;0.5155;0.4495;0.4785;0.4794;0.8232
03237800;13/08/2013;032378002013081313;0.4236;0.4283;0.1489;0.6989;0.4402;0.9274;0.7611;0.4078;0.4713;0.5293;0.5105;0.9426
03237800;22/10/2014;032378002014102213;0.3329;0.2917;0.0954;0.6087;0.3161;0.8334;0.5912;0.4461;0.4095;0.5146;0.5059;0.9482
03237800;16/06/2015;032378002015061613;0.2529;0.3377;0.2157;0.5363;0.508;0.8864;0.7234;0.5655;0.5324;0.5167;0.5375;0.9056
03237800;31/08/2016;032378002016083113;0.3945;0.3053;0.1091;0.7154;0.2842;0.9154;0.789;0.3594;0.3755;0.4399;0.5484;0.9309
03237800;15/10/2019;032378002019101513;0.4688;0.2003;0.0986;0.5052;0.2692;0.8695;0.6761;0.4953;0.3472;0.4597;0.5932;0.8819
03237800;20/09/2022;032378002022092013;0.4596;0.3245;0.1129;0.6384;0.3106;0.8585;0.646;0.5092;0.4734;0.448;0.5213;0.9498
03238000;20/09/2022;032380002022092013;0.5819;0.5682;0.5057;0.5381;0.4318;0.8032;0.8237;0.5433;0.5237;0.4517;0.7081;0.8869
03239050;19/07/2018;032390502018071913;0.7548;0.6646;0.573;0.5625;0.5337;0.7701;0.5915;0.43;0.5848;0.5375;0.5813;0.7713
03239050;15/09/2020;032390502020091513;0.7865;0.7184;0.6246;0.4915;0.4694;0.7082;0.5201;0.5695;0.5986;0.4915;0.6896;0.6159
03239100;28/07/2021;032391002021072813;0.6486;0.5667;0.5395;0.709;0.6132;0.7583;0.5587;0.3113;0.5564;0.5876;0.5455;0.7512
03239100;05/07/2024;032391002024070513;0.7602;0.6943;0.6727;0.519;0.6019;0.799;0.8683;0.3908;0.5875;0.5496;0.588;0.7923
03239390;29/06/2017;032393902017062913;0.6333;0.5944;0.5647;0.457;0.5075;0.6725;0.4603;0.5594;0.5651;0.4472;0.6665;0.4773
03239390;30/08/2023;032393902023083013;0.545;0.4349;0.2341;0.4983;0.5755;0.8764;0.6316;0.1675;0.3989;0.461;0.5215;0.8894
03239439;17/07/2018;032394392018071713;0.0966;0.0184;0.0155;0.2586;0.5799;0.9354;0.4242;0.287;0.4522;0.2687;0.2421;0.8871
03239439;02/07/2024;032394392024070213;0.1904;0.0685;0.0274;0.3883;0.7084;0.8929;0.518;0.3073;0.5308;0.3624;0.3514;0.9134
03239520;03/08/2010;032395202010080313;0.268;0.1578;0.0706;0.6887;0.7174;0.8391;0.5879;0.1652;0.4926;0.5381;0.5931;0.9039
03239520;09/07/2013;032395202013070913;0.4368;0.508;0.3774;0.697;0.7512;0.6902;0.4007;0.2792;0.5723;0.5836;0.7096;0.8581
03239520;29/06/2017;032395202017062913;0.4478;0.4849;0.2824;0.7637;0.7109;0.7338;0.5804;0.3001;0.6173;0.6566;0.612;0.8983
03239520;07/06/2022;032395202022060713;0.2558;0.5013;0.3506;0.7049;0.797;0.7746;0.5792;0.4364;0.595;0.5851;0.6574;0.9093
03240000;03/08/2010;032400002010080313;0.1245;0.0315;0.0076;0.6391;0.4149;0.8901;0.7386;0.099;0.2008;0.4632;0.1712;0.958
03240000;08/06/2011;032400002011060813;0.3055;0.0494;0.0392;0.6276;0.3743;0.8697;0.6847;0.104;0.2225;0.4899;0.4742;0.9001
03240000;17/08/2012;032400002012081713;0.625;0.6447;0.5815;0.4878;0.5415;0.865;0.7077;0.5887;0.623;0.3991;0.7211;0.8187
03240000;08/07/2013;032400002013070813;0.5109;0.3832;0.2439;0.4883;0.5419;0.8027;0.6581;0.4197;0.4657;0.506;0.5137;0.8123
03240000;02/10/2014;032400002014100213;0.5382;0.3929;0.2206;0.6023;0.6818;0.8891;0.5293;0.1971;0.4638;0.5065;0.5299;0.9472
03240000;06/07/2016;032400002016070613;0.1443;0.0383;0.0438;0.382;0.5222;0.7904;0.4522;0.2893;0.3682;0.452;0.3981;0.8257
03240000;28/06/2017;032400002017062813;0.2955;0.2255;0.1117;0.4413;0.5997;0.8252;0.4872;0.4974;0.5505;0.4335;0.5014;0.8487
03240000;25/08/2020;032400002020082513;0.366;0.1848;0.1701;0.5102;0.4588;0.7048;0.4973;0.4624;0.5117;0.4899;0.6201;0.6789
03240000;07/06/2022;032400002022060713;0.1994;0.1014;0.0613;0.4074;0.4494;0.6912;0.5145;0.3962;0.4601;0.4654;0.5231;0.6987
03240090;11/07/2022;032400902022071113;0.2428;0.1596;0.1272;0.5207;0.6621;0.7576;0.6349;0.1529;0.4854;0.4762;0.5743;0.7224
03240100;13/10/2010;032401002010101313;0.138;0.105;0.0477;0.8771;0.7626;0.3504;0.8789;0.0672;0.137;0.5555;0.2378;0.85
03240100;28/06/2011;032401002011062813;0.4078;0.186;0.069;0.7122;0.392;0.7955;0.8155;0.0828;0.2045;0.7023;0.4436;0.9416
03240100;27/08/2012;032401002012082713;0.3541;0.0991;0.026;0.8382;0.6223;0.864;0.7438;0.0517;0.2089;0.5696;0.3439;0.9218
03240100;09/07/2013;032401002013070913;0.1453;0.0737;0.0661;0.8403;0.7464;0.7599;0.7468;0.0638;0.2445;0.7806;0.2663;0.9245
03240100;10/09/2014;032401002014091013;0.1201;0.0401;0.0111;0.9471;0.7305;0.8379;0.8423;0.0369;0.1638;0.6202;0.2524;0.9543
03240100;06/07/2016;032401002016070613;0.1026;0.0399;0.0401;0.8067;0.6565;0.725;0.7458;0.0461;0.1988;0.5832;0.3455;0.854
03240100;17/07/2018;032401002018071713;0.1795;0.0419;0.0237;0.6792;0.594;0.8303;0.6647;0.0613;0.219;0.6023;0.5131;0.9248
03240100;25/10/2019;032401002019102513;0.2553;0.1157;0.0787;0.7994;0.6919;0.7191;0.7417;0.0735;0.2261;0.5669;0.4507;0.8785
03240100;15/09/2020;032401002020091513;0.18;0.08;0.0355;0.7666;0.527;0.6795;0.7421;0.0733;0.1601;0.5048;0.3429;0.8917
03240100;21/09/2021;032401002021092113;0.1134;0.046;0.0182;0.8477;0.7572;0.8996;0.7377;0.0325;0.274;0.6404;0.529;0.9675
03240100;11/07/2022;032401002022071113;0.1942;0.0891;0.0734;0.7978;0.668;0.8746;0.7106;0.1042;0.2748;0.6079;0.5435;0.9519
03240100;30/08/2023;032401002023083013;0.1787;0.156;0.0909;0.7767;0.7364;0.8966;0.804;0.1302;0.3755;0.5454;0.5101;0.9365
03240100;02/07/2024;032401002024070213;0.1653;0.0703;0.0248;0.844;0.639;0.7778;0.6624;0.0645;0.3242;0.6569;0.5477;0.9718
03240320;30/09/2015;032403202015093013;0.6302;0.5163;0.2789;0.6488;0.5655;0.9391;0.6516;0.117;0.3104;0.5965;0.4452;0.9371
03240320;12/07/2022;032403202022071213;0.7236;0.6942;0.6529;0.5942;0.5908;0.8067;0.7391;0.414;0.6113;0.558;0.5384;0.6772
03240660;30/09/2015;032406602015093013;0.2494;0.0622;0.0488;0.6865;0.5954;0.46;0.6212;0.1035;0.3328;0.5212;0.4333;0.7351
03240660;21/09/2021;032406602021092113;0.1232;0.0695;0.0428;0.826;0.7573;0.6035;0.7163;0.0563;0.4387;0.6132;0.4634;0.8561
03240660;12/07/2022;032406602022071213;0.1406;0.0382;0.0137;0.7374;0.539;0.4822;0.5723;0.0413;0.2859;0.5133;0.532;0.6582
03240900;29/08/2023;032409002023082913;0.2281;0.06;0.0139;0.8444;0.6475;0.6093;0.7019;0.0469;0.2009;0.6259;0.4393;0.8278
03240960;30/09/2015;032409602015093013;0.1688;0.063;0.039;0.6226;0.5948;0.3784;0.4734;0.1842;0.413;0.4861;0.5808;0.5707
03240960;12/07/2022;032409602022071213;0.1266;0.0423;0.0111;0.7101;0.6073;0.5356;0.5599;0.0462;0.455;0.5442;0.4645;0.6659
03240990;29/08/2012;032409902012082913;0.0843;0.0088;0.0091;0.5212;0.3892;0.4905;0.7655;0.076;0.0748;0.3213;0.0508;0.828
03240990;25/07/2013;032409902013072513;0.0574;0.0092;0.0074;0.6013;0.4909;0.4151;0.5788;0.0269;0.1056;0.3393;0.3032;0.7371
03241000;10/08/2010;032410002010081013;0.1511;0.0247;0.0205;0.7492;0.4018;0.5893;0.7835;0.055;0.0902;0.4315;0.0496;0.8157
03241000;29/06/2011;032410002011062913;0.1349;0.0272;0.0366;0.5996;0.4717;0.5589;0.593;0.0382;0.0795;0.3673;0.1852;0.7878
03241000;29/08/2012;032410002012082913;0.18;0.0409;0.0303;0.4373;0.4608;0.4501;0.5779;0.2632;0.2372;0.3087;0.1186;0.7546
03241000;25/07/2013;032410002013072513;0.0539;0.0113;0.0061;0.7099;0.5067;0.3902;0.6611;0.0191;0.0918;0.4277;0.3074;0.7146
03241000;29/09/2014;032410002014092913;0.3014;0.0602;0.0984;0.5312;0.5142;0.3508;0.5389;0.183;0.2087;0.4014;0.376;0.585
03241000;10/06/2015;032410002015061013;0.0683;0.0245;0.017;0.5599;0.5023;0.4897;0.6409;0.0398;0.0895;0.4845;0.1749;0.7926
03241000;06/07/2016;032410002016070613;0.0891;0.0123;0.0202;0.5873;0.3974;0.4518;0.6459;0.0166;0.0409;0.3984;0.1645;0.7152
03241000;18/07/2017;032410002017071813;0.1136;0.0164;0.0101;0.6558;0.5021;0.4824;0.7113;0.0241;0.0633;0.3936;0.0631;0.7045
03241000;15/10/2019;032410002019101513;0.1915;0.0208;0.0261;0.5832;0.5003;0.3767;0.6596;0.0711;0.1105;0.2885;0.0488;0.7403
03241000;13/07/2022;032410002022071313;0.0539;0.0169;0.0151;0.5861;0.434;0.6008;0.514;0.041;0.0806;0.3494;0.1083;0.8205
03241170;29/06/2012;032411702012062913;0.0503;0.0011;8e-04;0.011;0.3012;0.5238;0.3431;0.1165;0.0798;0.0082;0.2542;0.2391
03241170;22/04/2013;032411702013042213;0.0473;0.0096;0.0038;0.0714;0.3736;0.4636;0.4341;0.1686;0.1009;0.0478;0.3522;0.2743
03241170;02/07/2014;032411702014070213;0.031;0.0033;0.0024;0.0959;0.4989;0.5427;0.5128;0.0646;0.0976;0.0926;0.2067;0.3581
03241170;14/10/2015;032411702015101413;0.1077;0.0115;0.0108;0.2064;0.3858;0.3008;0.5566;0.0712;0.0503;0.0516;0.2819;0.4066
03241170;05/07/2016;032411702016070513;0.0303;0.0124;0.0118;0.0841;0.5457;0.8063;0.4843;0.047;0.153;0.105;0.2756;0.42
03241170;19/07/2017;032411702017071913;0.0313;0.0017;0.0059;0.0765;0.3529;0.562;0.653;0.0246;0.0282;0.0302;0.2518;0.2218
03241170;31/07/2018;032411702018073113;0.0199;0.0019;0.001;0.0807;0.2797;0.6971;0.4759;0.018;0.0429;0.0483;0.0938;0.577
03241170;25/10/2019;032411702019102513;0.2617;0.0484;0.0328;0.4809;0.4112;0.2012;0.6511;0.0959;0.1091;0.1211;0.1783;0.5996
03241170;14/09/2020;032411702020091413;0.1673;0.0238;0.0274;0.5335;0.4405;0.3961;0.6073;0.0906;0.0884;0.1338;0.1803;0.744
03241170;20/09/2021;032411702021092013;0.1093;0.0149;0.0147;0.1739;0.4497;0.4978;0.569;0.0887;0.091;0.069;0.2288;0.3287
03241170;01/08/2022;032411702022080113;0.0837;0.0161;0.0056;0.3764;0.442;0.4794;0.5848;0.042;0.1183;0.2399;0.2081;0.6825
03241170;28/08/2023;032411702023082813;0.0435;0.0034;0.0025;0.0454;0.3358;0.6454;0.4962;0.0877;0.0546;0.0223;0.1987;0.2817
03241170;13/08/2024;032411702024081313;0.0604;0.0086;0.0084;0.0806;0.4028;0.6594;0.5018;0.1203;0.0927;0.0266;0.1761;0.3372
03241231;19/07/2017;032412312017071913;0.1541;0.0446;0.0255;0.558;0.6252;0.6927;0.6742;0.0562;0.2383;0.4042;0.3527;0.8048
03241300;21/09/2021;032413002021092113;0.1685;0.0975;0.0731;0.6367;0.667;0.6665;0.6092;0.1474;0.3293;0.3694;0.2358;0.8453
03241327;17/07/2018;032413272018071713;0.1468;0.1368;0.0425;0.5717;0.7667;0.8573;0.4992;0.2195;0.5013;0.4475;0.6002;0.835
03241327;09/07/2020;032413272020070913;0.1739;0.0537;0.0429;0.5098;0.6786;0.8392;0.5507;0.1114;0.3126;0.446;0.5341;0.8849
03241330;10/08/2010;032413302010081013;0.1047;0.0263;0.02;0.4817;0.5579;0.7561;0.7306;0.0925;0.1781;0.2446;0.0632;0.8674
03241330;28/06/2011;032413302011062813;0.0543;0.0115;0.0048;0.439;0.4097;0.6491;0.6438;0.0626;0.1055;0.1853;0.0829;0.8421
03241330;28/08/2012;032413302012082813;0.1435;0.1004;0.0405;0.6498;0.6693;0.6419;0.7413;0.1441;0.2377;0.29;0.0843;0.8704
03241330;22/07/2013;032413302013072213;0.0493;0.0171;0.0188;0.4446;0.5031;0.8476;0.4912;0.133;0.2681;0.2377;0.111;0.8676
03241330;09/06/2015;032413302015060913;0.1002;0.0254;0.0185;0.5319;0.471;0.4857;0.6288;0.0557;0.1252;0.2686;0.1146;0.8843
03241330;06/07/2016;032413302016070613;0.0755;0.0223;0.0149;0.5239;0.5699;0.6612;0.6537;0.0898;0.1922;0.2935;0.1349;0.8779
03241330;25/10/2019;032413302019102513;0.433;0.1511;0.0829;0.6348;0.6062;0.4143;0.6347;0.1914;0.2412;0.2659;0.1519;0.7033
03241330;04/08/2022;032413302022080413;0.112;0.0745;0.0287;0.5446;0.5447;0.6543;0.7074;0.1044;0.2069;0.2426;0.1148;0.8513
03241510;08/07/2020;032415102020070813;0.0842;0.0331;0.0406;0.449;0.5601;0.687;0.6092;0.1514;0.2771;0.3289;0.3049;0.7119
03241550;28/07/2022;032415502022072813;0.1224;0.0541;0.036;0.5808;0.6017;0.674;0.555;0.0672;0.2734;0.4407;0.3953;0.6705
03241590;29/09/2010;032415902010092913;0.1921;0.1015;0.0298;0.6573;0.6118;0.4403;0.8101;0.0825;0.1422;0.3316;0.1319;0.8508
03241590;28/06/2011;032415902011062813;0.0782;0.0132;0.0128;0.3496;0.3871;0.7272;0.5855;0.0857;0.1395;0.1911;0.221;0.6937
